"comment_id","post_id","company_name","like_num","word_count","comment_count","unix_time","happy","angry","excited","sad","fear","bored"
"10154698577271078_10154699737836078","7003656077_10154698577271078","AmericanAirlines",444,260,0,1503392081,0.240282697,0.177911172,0.331257348,0.0992403,0.151308483,0
"10154698577271078_10154700459061078","7003656077_10154698577271078","AmericanAirlines",444,3,0,1503423397,0.306561462,0.15452385,0.27830871,0.142667811,0.117938167,0
"10154698577271078_10154700751181078","7003656077_10154698577271078","AmericanAirlines",444,211,0,1503430192,0.039031145,0.578030851,0.046588047,0.188647448,0.095135756,0.052566754
"10154698577271078_10154701091831078","7003656077_10154698577271078","AmericanAirlines",444,74,0,1503441201,0.015252935,0.301952943,0.027424098,0.355288774,0.276590658,0.02349059
"10154698577271078_10154702383831078","7003656077_10154698577271078","AmericanAirlines",444,36,1,1503481754,0.084738054,0.348956293,0.11171691,0.238034,0.174121949,0.042432793
"10154698577271078_10154702386031078","7003656077_10154698577271078","AmericanAirlines",444,30,0,1503481936,0.031966833,0.268692135,0.048676851,0.284256441,0.251696365,0.114711374
"10154698577271078_10154705648666078","7003656077_10154698577271078","AmericanAirlines",444,82,0,1503601608,0.096863208,0.349834705,0.122666633,0.111498777,0.127911847,0.191224831
"10154698577271078_10154709360446078","7003656077_10154698577271078","AmericanAirlines",444,7,0,1503732483,0.422587794,0.10953818,0.395776235,0.013424093,0.05501212,0.003661577
"10154698577271078_10154712392556078","7003656077_10154698577271078","AmericanAirlines",444,67,0,1503846830,0.007338777,0.401212003,0.015340216,0.416776242,0.1526164,0.006716362
"10154698577271078_10154712909031078","7003656077_10154698577271078","AmericanAirlines",444,196,0,1503863673,0.113062878,0.281192093,0.205474702,0.177666106,0.15396143,0.068642791
"10154698577271078_10154715983661078","7003656077_10154698577271078","AmericanAirlines",444,5,0,1503971248,0.191274336,0.215471964,0.183993713,0.137620676,0.152569938,0.119069374
"10154698577271078_10154718527156078","7003656077_10154698577271078","AmericanAirlines",444,338,0,1504057279,0.021001952,0.516471083,0.055796164,0.254514005,0.109623858,0.042592937
"10154698577271078_10154718666291078","7003656077_10154698577271078","AmericanAirlines",444,18,0,1504061333,0.036827336,0.537396062,0.032332278,0.222829414,0.114621672,0.055993239
"10154698577271078_10154718931231078","7003656077_10154698577271078","AmericanAirlines",444,9,0,1504068743,0.159125313,0.134973334,0.23656388,0.149019245,0.158993092,0.161325136
"10154698577271078_10154723264851078","7003656077_10154698577271078","AmericanAirlines",444,13,1,1504214312,0.038751995,0.345253304,0.060948284,0.236031815,0.158483162,0.160531439
"10154698577271078_10154723520661078","7003656077_10154698577271078","AmericanAirlines",444,11,0,1504222626,0.245271785,0.403894431,0.130379439,0.039293644,0.050349428,0.130811272
"10154701118861078_10154701127406078","7003656077_10154701119161078","AmericanAirlines",440,1,0,1503442468,0.228920325,0.153620887,0.190127513,0.137094357,0.120782676,0.169454242
"10154701118861078_10154701163646078","7003656077_10154701119161078","AmericanAirlines",440,20,0,1503443567,0.142450779,0.127484543,0.183757775,0.222069745,0.259666621,0.064570536
"10154701118861078_10154701290431078","7003656077_10154701119161078","AmericanAirlines",440,628,26,1503447376,0.120250082,0.277318597,0.095059015,0.271672876,0.187167237,0.048532193
"10154701118861078_10154701358186078","7003656077_10154701119161078","AmericanAirlines",440,2,0,1503449992,0.653892995,0.060182817,0.197462382,0.026486711,0.044168667,0.017806428
"10154701118861078_10154703020186078","7003656077_10154701119161078","AmericanAirlines",440,7,0,1503511148,0.229784215,0.052112092,0.197830192,0.167673019,0.185702251,0.166898232
